key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_2.keys,key_resp_2.rt,X Scale,ratio_pxpermm,screen_size_x,screen_size_y,testsize,key_resp_3.keys,key_resp_4.keys,key_resp_4.rt,line_size,key_resp_5.keys,key_resp_5.rt,key_resp_6.keys,key_resp_6.rt,key_resp_8.keys,key_resp_8.rt,key_resp_7.keys,key_resp_7.rt,key_resp_12.keys,key_resp_12.rt,key_resp_11.keys,key_resp_11.rt,key_resp_18.keys,key_resp_18.rt,key_resp_21.keys,key_resp_21.rt,key_resp_13.keys,key_resp_13.rt,key_resp_19.keys,key_resp_19.rt,ballposx,viewer_distance,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,realFrameRate1,realFrameRate2,realFrameRate3,realFrameRate4,realFrameRate5,realFrameRate,viewerdistancecm,DVA_to_distance,radius_F,radius_P,r_F,R_P,key_resp_20.keys,key_resp_20.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Colour_1,Ecc,mask_frames,maskCon,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,Colour_2,similarity,response_time,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,mouse_7.clicked_name,catchprac,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,Colour1,maskCon1,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Colour2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.clicked_name,catchresponse,catchnumber,response_time_catch,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,mouse_11.clicked_name,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,Catch,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer7,rt7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.257355,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,50,-24,1,0,0,response3disk,1,81,7,-10,1,0,0,rectangle,7,-10,1,0,0,,1,6,0.00037,7,-10,1,0,0,,0,80,80,53,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.45972,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,23,-48,1,0,0,response3disk,5,82,1,4,1,0,0,rectangle,1,4,1,0,0,,1,4,0.00332,1,4,1,0,0,,0,81,81,80,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.284685,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,29,-60,1,0,0,response3disk,7,83,3,9,1,0,0,rectangle,3,9,1,0,0,,1,0,0.00307,3,9,1,0,0,,0,82,82,118,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.85274,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,-34,-51,1,0,0,response5disk,1,84,-8,-3,1,0,0,rectangle,-8,-3,1,0,0,,1,5,0.0038,-8,-3,1,0,0,,0,83,83,9,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.374335,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,strong,-60,-26,1,0,0,response5disk,8,85,-15,0,1,0,0,rectangle,-15,0,1,0,0,,1,7,0.00429,-15,0,1,0,0,,0,84,84,48,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.295325,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,58,-31,1,0,0,response3disk,9,86,-10,1,1,0,0,rectangle,-10,1,1,0,0,,1,1,0.00411,-10,1,1,0,0,,0,85,85,79,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.385885,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,strong,56,-33,1,0,0,response3disk,5,87,17,-10,1,0,0,rectangle,17,-10,1,0,0,,1,2,0.003385,17,-10,1,0,0,,0,86,86,82,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,0,1.415065,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-44,46,1,0,0,response7disk,3,88,-7,-3,1,0,0,rectangle,-7,-3,1,0,0,,1,2,0.00057,-7,-3,1,0,0,,0,87,87,89,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.559785,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,-41,-67,1,0,0,response5disk,7,89,-12,-13,1,0,0,rectangle,-12,-13,1,0,0,,1,6,0.00242,-12,-13,1,0,0,,0,88,88,87,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.25271,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-45,-66,1,0,0,response5disk,6,90,-8,-9,1,0,0,rectangle,-8,-9,1,0,0,,1,6,0.000485,-8,-9,1,0,0,,0,89,89,95,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.200755,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,59,-53,1,0,0,response3disk,9,91,-2,8,1,0,0,rectangle,-2,8,1,0,0,,1,7,0.003955,-2,8,1,0,0,,0,90,90,75,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,1.817785,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,19,-48,1,0,0,response3disk,5,92,5,-2,1,0,0,rectangle,5,-2,1,0,0,,1,2,0.003835,5,-2,1,0,0,,0,91,91,101,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.30888,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,71,-42,1,0,0,response3disk,8,93,3,3,1,0,0,rectangle,3,3,1,0,0,,1,4,0.00316,3,3,1,0,0,,0,92,92,124,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,5,1.19832,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,55,-29,1,0,0,response3disk,8,94,-4,14,1,0,0,rectangle,-4,14,1,0,0,,1,3,0.00258,-4,14,1,0,0,,0,93,93,62,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,6,2.04757,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,106,23,1,0,0,response1disk,9,95,6,-13,1,0,0,rectangle,6,-13,1,0,0,,1,6,0.00409,6,-13,1,0,0,,0,94,94,45,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.216315,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-63,-30,1,0,0,response5disk,6,96,11,13,1,0,0,rectangle,11,13,1,0,0,,1,6,0.000525,11,13,1,0,0,,0,95,95,0,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,4,1.467355,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,weak,26,-36,1,0,0,response3disk,4,97,9,-1,1,0,0,rectangle,9,-1,1,0,0,,1,1,0.002505,9,-1,1,0,0,,0,96,96,127,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.09798,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,57,-34,1,0,0,response3disk,7,98,4,8,1,0,0,rectangle,4,8,1,0,0,,1,6,0.004545,4,8,1,0,0,,0,97,97,38,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.34701,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,-45,-54,1,0,0,response5disk,3,99,-24,-15,1,0,0,rectangle,-24,-15,1,0,0,,1,6,0.00078,-24,-15,1,0,0,,0,98,98,68,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,4,2.357395,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,strong,25,-49,1,0,0,response3disk,6,100,3,4,1,0,0,rectangle,3,4,1,0,0,,1,4,0.00272,3,4,1,0,0,,0,99,99,122,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.2129,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,49,-29,1,0,0,response3disk,6,101,10,-9,1,0,0,rectangle,66,38,1,0,0,response1disk_3,6,6,1.90689,6,-6,1,0,0,rectangle,0,100,100,161,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.38106,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,weak,-40,-51,1,0,0,response5disk,6,102,1,9,1,0,0,rectangle,1,9,1,0,0,,6,5,0.00288,1,9,1,0,0,,0,101,101,29,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.54605,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,weak,-24,-41,1,0,0,response5disk,5,103,-6,-6,1,0,0,rectangle,-6,-6,1,0,0,,6,6,0.002855,-6,-6,1,0,0,,0,102,102,66,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,3,1.328655,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,weak,-57,-58,1,0,0,response5disk,4,104,-5,1,1,0,0,rectangle,-5,1,1,0,0,,6,7,0.00423,-5,1,1,0,0,,0,103,103,70,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,1,1.553435,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-75,29,1,0,0,response7disk,2,105,-24,8,1,0,0,rectangle,-24,8,1,0,0,,6,5,0.0041,-24,8,1,0,0,,0,104,104,142,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.20107,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,weak,-75,-41,1,0,0,response5disk,5,106,-32,-10,1,0,0,rectangle,-32,-10,1,0,0,,6,0,0.00297,-32,-10,1,0,0,,0,105,105,59,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.253155,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,74,-40,1,0,0,response3disk,6,107,9,2,1,0,0,rectangle,9,2,1,0,0,,6,2,0.00293,9,2,1,0,0,,0,106,106,144,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.46531,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,72,23,1,0,0,response1disk,6,108,-3,-9,1,0,0,rectangle,-3,-9,1,0,0,,6,4,0.003355,-3,-9,1,0,0,,0,107,107,40,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,1.85041,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,strong,63,28,1,0,0,response1disk,8,109,-9,-7,1,0,0,rectangle,-9,-7,1,0,0,,6,7,0.00423,-9,-7,1,0,0,,0,108,108,44,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,2,1.312805,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,-62,-33,1,0,0,response5disk,9,110,-6,3,1,0,0,rectangle,-6,3,1,0,0,,6,1,0.003865,-6,3,1,0,0,,0,109,109,42,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,5,1.351965,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,weak,59,-27,1,0,0,response3disk,4,111,-9,5,1,0,0,rectangle,-9,5,1,0,0,,6,1,0.00046,-9,5,1,0,0,,0,110,110,78,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,3,1.57041,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,strong,-44,-56,1,0,0,response5disk,4,112,-2,7,1,0,0,rectangle,-2,7,1,0,0,,6,3,0.00313,-2,7,1,0,0,,0,111,111,145,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,weak,,,,,,,,0,1.19789,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,weak,-41,63,1,0,0,response7disk,1,113,-11,13,1,0,0,rectangle,101,40,1,0,0,response1disk_3,6,6,1.6393,4,3,1,0,0,rectangle,0,112,112,76,1,1,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.222395,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,strong,-61,-37,1,0,0,response5disk,6,114,-8,-12,1,0,0,rectangle,-8,-12,1,0,0,,6,7,0.00411,-8,-12,1,0,0,,0,113,113,12,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,6,2.259205,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,strong,65,40,1,0,0,response1disk,3,115,8,10,1,0,0,rectangle,8,10,1,0,0,,6,4,0.004385,8,10,1,0,0,,0,114,114,141,1,0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f7cc1dd2fe61814cae2ce9c,606a0ef9eb327fa061264a69,2021-04-04_20h16.14.253,Colour_Similarity_Experiment,2020.2.10,Win32,60,60675255c767bca6388caeee,17.93293103,16.80377535,16.70066558,16.70641243,16.88983796,16.80377535,,,,,,,,,,,,,,,,,,,,PF,3,strong,,,,,,,,2,1.30058,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,strong,-56,-23,1,0,0,response5disk,5,116,-8,3,1,0,0,rectangle,-8,3,1,0,0,,6,2,0.0025,-8,3,1,0,0,,0,115,115,126,1,0,,,,,,,,,,,,,,,,,,,
